pathway	your_input	Souris_tax_id(10090)	entrez(10090)	gene_symbol(10090)	title(10090)	location(10090)	chrom(10090)	status(10090)	type(10090)	aliases(10090)	database(10090)	humain_tax_id(9606)	entrez(9606)	gene_symbol(9606)	title(9606)	location(9606)	chrom(9606)	status(9606)	type(9606)	aliases(9606)	database(9606)
Antioxydant	PRDX6	10090	54683	Prdx5	peroxiredoxin 5	19 A|19 5.08 cM	19	active	protein-coding	[Prd, PrxV, AOEB166, 1859821, Pmp20, ENSMUSG00000024953, AOPP, P, PMP, PLP, MGI:1859821, Prdx6, AOEB1, OTTMUSG00000021180]	NCBI GENE										
Antioxydant	Prdx6	10090	11758	Prdx6	peroxiredoxin 6	1 H2.1|1 69.75 cM	1	active	protein-coding	[aiPLA2, Lvtw, AA690119, CP-3, ENSMUSG00000026701, Ltw, N, Aop2, Ltw-4, MGI:894320, OTTMUSG00000016463, Brp-12, Ltw-, 9430088D19Rik, Ltw4, CP-, a, Prdx5, 1-cys, GP, GPx, Lvtw-4, Brp-, 1-cysPrx, 894320, ORF06, LPCAT-5, 1-Cys Prx, NSGPx]	EpiMed GENSYM	9606	25824	PRDX5	peroxiredoxin 5	11q13.1	11	active	protein-coding	[HEL-S-55, P30044, CCDS8069, RGD:71007, OTTHUMG00000168805, PRDX5, PLP, MGC142285, SBBI10, MGC117264, MGI:1859821, MGC142283, ENSG00000126432, ACR1, prx-V, 9355, uc001nzu.4, CCDS8071, PRXV, CCDS8070, NM_181651, AOEB166, PRDX6, B166, AF197952, HGNC:9355, PMP20, MIM:606583]	NCBI GENE
Antioxydant	Prdx6	10090	11758	Prdx6	peroxiredoxin 6	1 H2.1|1 69.75 cM	1	active	protein-coding	[aiPLA2, Lvtw, AA690119, CP-3, ENSMUSG00000026701, Ltw, N, Aop2, Ltw-4, MGI:894320, OTTMUSG00000016463, Brp-12, Ltw-, 9430088D19Rik, Ltw4, CP-, a, Prdx5, 1-cys, GP, GPx, Lvtw-4, Brp-, 1-cysPrx, 894320, ORF06, LPCAT-5, 1-Cys Prx, NSGPx]	EpiMed GENSYM	9606	9588	PRDX6	peroxiredoxin 6	1q25.1	1	active	protein-coding	[NM_004905, 1-Cys, aiPLA2, P30041, MIM:602316, PRDX6, RGD:71005, AOP2, HGNC:16753, HEL-S-128m, OTTHUMG00000034804, KIAA0106, ENSG00000117592, MGI:894320, p29, LPCAT-5, PRX, CCDS1307, NSGPx, 16753, MGC46173, uc001giy.2, D14662]	NCBI GENE
LTP	Prelid1	10090	66494	Prelid1	PRELI domain containing 1	13 B1|13 29.8 cM	13	active	protein-coding	[MGI:1913744, 2610524G07Rik, Preli, 1913744, ENSMUSG00000021486]	EpiMed GENSYM	9606	27166	PRELID1	PRELI domain containing 1	5q35.3	5	active	protein-coding	[OTTHUMG00000130847, PRELID1, uc003mfx.5, MIM:605733, Q9Y255, BC013748, ENSG00000169230, CGI-106, PRELI, CCDS4415, 30255, HGNC:30255, MGI:1913744, NM_013237, SBBI12, PX19, RGD:1308082, CCDS64328]	NCBI GENE
LTP	Prelid2	10090	77619	Prelid2	PRELI domain containing 2	18 B3|18 22.02 cM	18	active	protein-coding	[ENSMUSG00000056671, C330008K14Rik, 1700003A01Rik, MGI:1924869, 1924869]	EpiMed GENSYM	9606	153768	PRELID2	PRELI domain containing 2	5q32	5	active	protein-coding	[PRELID2, Q8N945, NM_182960, OTTHUMG00000163384, 28306, MGC21644, FLJ38376, RGD:1584707, CCDS43377, AK095695, CCDS34261, CCDS34262, ENSG00000186314, uc063ihc.1, MGI:1924869, MIM:620750, HGNC:28306]	NCBI GENE
LTP	Prelid3A	10090	225655	Prelid3a	PRELI domain containing 3A	18 E1|18 39.99 cM	18	active	protein-coding	[2442865, Slmo1, A230074A19Rik, ENSMUSG00000024530, Sl, MGI:2442865, BC019561]	NCBI GENE	9606	10650	PRELID3A	PRELI domain containing 3A	18p11.21	18	active	protein-coding	[SLMO1, CCDS77154, 24639, HGNC:24639, AK056046, CCDS11860, HFL-EDDG1, RGD:1582858, Q96N28, MIM:616545, OTTHUMG00000131694, FLJ31484, ENSG00000141391, NM_006553, C18orf43, MGI:2442865, PRELID3A]	NCBI GENE
LTPmito	Prelid3A	10090	225655	Prelid3a	PRELI domain containing 3A	18 E1|18 39.99 cM	18	active	protein-coding	[2442865, Slmo1, A230074A19Rik, ENSMUSG00000024530, Sl, MGI:2442865, BC019561]	NCBI GENE	9606	10650	PRELID3A	PRELI domain containing 3A	18p11.21	18	active	protein-coding	[SLMO1, CCDS77154, 24639, HGNC:24639, AK056046, CCDS11860, HFL-EDDG1, RGD:1582858, Q96N28, MIM:616545, OTTHUMG00000131694, FLJ31484, ENSG00000141391, NM_006553, C18orf43, MGI:2442865, PRELID3A]	NCBI GENE
LTP	Prelid3B	10090	66390	Prelid3b	PRELI domain containing 3B	2 H4|2 97.96 cM	2	active	protein-coding	[2310042G06Rik, Slmo2, 1913640, Sl, AA407013, OTTMUSG00000016514, MGI:1913640, ENSMUSG00000016257]	NCBI GENE	9606	51012	PRELID3B	PRELI domain containing 3B	20q13.32	20	active	protein-coding	[dJ543J19.5, SLMO2, C20orf45, HGNC:15892, NM_016045, CCDS58783, 15892, RGD:1594395, MGI:1913640, AF151865, OTTHUMG00000032856, MIM:620754, CCDS42893, Q9Y3B1, ENSG00000101166, UPS2, PRELID3B]	NCBI GENE
LTPmito	Prelid3B	10090	66390	Prelid3b	PRELI domain containing 3B	2 H4|2 97.96 cM	2	active	protein-coding	[2310042G06Rik, Slmo2, 1913640, Sl, AA407013, OTTMUSG00000016514, MGI:1913640, ENSMUSG00000016257]	NCBI GENE	9606	51012	PRELID3B	PRELI domain containing 3B	20q13.32	20	active	protein-coding	[dJ543J19.5, SLMO2, C20orf45, HGNC:15892, NM_016045, CCDS58783, 15892, RGD:1594395, MGI:1913640, AF151865, OTTHUMG00000032856, MIM:620754, CCDS42893, Q9Y3B1, ENSG00000101166, UPS2, PRELID3B]	NCBI GENE
PPP	FBP1	10090	56194	Prpf40a	pre-mRNA processing factor 40A	2 C1.1|2 30.69 cM	2	active	protein-coding	[Fnbp3, FBP-11, 2810012K09Rik, 1860512, Fnbp11, OTTMUSG00000012447, ENSMUSG00000061136, MGI:1860512, Fnb, FBP11, FBP1]	EpiMed GENALIAS										
Glycolysis	FBP1	10090	56194	Prpf40a	pre-mRNA processing factor 40A	2 C1.1|2 30.69 cM	2	active	protein-coding	[Fnbp3, FBP-11, 2810012K09Rik, 1860512, Fnbp11, OTTMUSG00000012447, ENSMUSG00000061136, MGI:1860512, Fnb, FBP11, FBP1]	EpiMed GENALIAS										
PPP	Prps1	10090	19139	Prps1	phosphoribosyl pyrophosphate synthetase 1	X F1|X 61.35 cM	X	active	protein-coding	[C76678, PRS-I, ENSMUSG00000031432, Pr, Prps-1, C76571, MGI:97775, 97775, OTTMUSG00000018847, 2310010D17Rik]	EpiMed GENSYM	9606	5631	PRPS1	phosphoribosyl pyrophosphate synthetase 1	Xq22.3	X	active	protein-coding	[PRS-I, X15331, PRPS1, HGNC:9462, MIM:311850, CCDS14529, MGI:97775, NM_001204402, LRG_264, CCDS76007, 9462, ARTS, CMTX5, uc004ene.5, PPRibP, P60891, DFN2, ENSG00000147224, OTTHUMG00000022167, DFNX1, RGD:61955, PRSI]	NCBI GENE
PPP	Prps1L1	10090	75456	Prps1l1	phosphoribosyl pyrophosphate synthetase 1-like 1	12 A3|12 15.64 cM	12	active	protein-coding	[1700011K15Rik, OTTMUSG00000037135, MGI:1922706, 1922706, ENSMUSG00000092305]	NCBI GENE	9606	221823	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1 like 1	7p21.1	7	active	protein-coding	[PRPS1, RGD:1306328, 9463, PRPS3, OTTHUMG00000152742, MIM:611566, uc003stz.5, NM_175886, HGNC:9463, PRPSL, PRS-III, M57423, P21108, ENSG00000229937, MGI:1922706, CCDS47552, PRPS1L1]	NCBI GENE
PPP	Prps2	10090	110639	Prps2	phosphoribosyl pyrophosphate synthetase 2	X F5|X 78.32 cM	X	active	protein-coding	[Pr, Prps-2, 97776, MGI:97776, AA589463, AI464149, OTTMUSG00000019570, ENSMUSG00000025742, 2610101M19Rik]	EpiMed GENSYM	9606	5634	PRPS2	phosphoribosyl pyrophosphate synthetase 2	Xp22.2	X	active	protein-coding	[Y00971, PRPS2, 9465, CCDS43918, MIM:311860, OTTHUMG00000021139, MGI:97776, NM_002765, ENSG00000101911, CCDS14150, HGNC:9465, P11908, PRSII, RGD:3415, uc004cvb.4]	NCBI GENE
Antioxydant	Prxl2A	10090	70564	Prxl2a	peroxiredoxin like 2A	14 B|14 22.36 cM	14	active	protein-coding	[OTTMUSG00000027960, Ad, Prxl2a, ENSMUSG00000021792, 1917814, Fam213a, MGI:1917814, Pamm, Adrx, 5730469M10Rik, Fam21, AU040822]	NCBI GENE	9606	84293	PRXL2A	peroxiredoxin like 2A	10q23.1	10	active	protein-coding	[Q9BRX8, OTTHUMG00000018614, NM_001243778, CCDS7368, FAM213A, MIM:617165, AF086462, MGI:1917814, PAMM, HGNC:28651, uc001kcc.5, PRXL2A, Adrx, 28651, RGD:1309676, CCDS58089, MGC4248, ENSG00000122378, C10orf58]	NCBI GENE
Antioxydant	Prxl2A	10090	70564	Prxl2a	peroxiredoxin like 2A	14 B|14 22.36 cM	14	active	protein-coding	[OTTMUSG00000027960, Ad, Prxl2a, ENSMUSG00000021792, 1917814, Fam213a, MGI:1917814, Pamm, Adrx, 5730469M10Rik, Fam21, AU040822]	NCBI GENE	9606	84293	PRXL2A	peroxiredoxin like 2A	10q23.1	10	active	protein-coding	[Q9BRX8, OTTHUMG00000018614, NM_001243778, CCDS7368, FAM213A, MIM:617165, AF086462, MGI:1917814, PAMM, HGNC:28651, uc001kcc.5, PRXL2A, Adrx, 28651, RGD:1309676, CCDS58089, MGC4248, ENSG00000122378, C10orf58]	NCBI GENE
mtUPR	Psph	10090	100678	Psph	phosphoserine phosphatase	5 G1.3|5 68.26 cM	5	active	protein-coding	[P, AI480570, 97788, OTTMUSG00000027654, MGI:97788, PSP, PSPase, ENSMUSG00000029446]	EpiMed GENSYM	9606	5723	PSPH	phosphoserine phosphatase	7p11.2	7	active	protein-coding	[uc003trh.4, 9577, PSPHD, NM_004577, RGD:1308764, CCDS5522, MGI:97788, PSP, Y10275, MIM:172480, HGNC:9577, P78330, OTTHUMG00000023441, PSPH, ENSG00000146733]	NCBI GENE
PPP	PGD	10090	19214	Ptgdr	prostaglandin D receptor	14 C1|14 22.59 cM	14	active	protein-coding	[ENSMUSG00000071489, D, MGI:102966, DP, PGD, OTTMUSG00000036408, 102966]	EpiMed GENALIAS										
PPP	PGD	10090	19215	Ptgds	prostaglandin D2 synthase (brain)	2 A3|2 17.28 cM	2	active	protein-coding	[PGD2, Ptg, PGDS, PGDS2, MGI:99261, L-PGDS, ENSMUSG00000015090, PGD, L-P, 99261, 21kDa, Ptgs3, OTTMUSG00000012118]	EpiMed GENALIAS										
Antioxydant	Ptges	10090	64292	Ptges	prostaglandin E synthase	2 B|2 21.75 cM	2	active	protein-coding	[Pges, ENSMUSG00000050737, mPGES-1, D2Ertd369, mPG, 2410099E23Rik, mPGES, MGI:1927593, D2Ertd369e, OTTMUSG00000011878, 1927593]	EpiMed GENSYM	9606	9536	PTGES	prostaglandin E synthase	9q34.11	9	active	protein-coding	[PGES, TP53I12, mPGES-1, PIG12, 9599, MGI:1927593, NM_004878, MPGES, MGST1-L1, CCDS6927, uc004byi.4, RGD:62076, O14684, MGST1L1, MIM:605172, HGNC:9599, ENSG00000148344, AF010316, PP1294, MGST-IV, PP102, OTTHUMG00000020791, PTGES]	NCBI GENE
Antioxydant	PTGES	10090	56351	Ptges3	prostaglandin E synthase 3	10 D3|10 76.39 cM	10	active	protein-coding	[Ptg, sid31, ENSMUSG00000071072, Ptges, 1929282, cPGES, p23, OTTMUSG00000020944, Teb, MGI:1929282, 5730442A20Rik, Tebp, cPG, sid3177]	NCBI GENE										
Antioxydant	Ptgs1	10090	19224	Ptgs1	prostaglandin-endoperoxide synthase 1	2 B|2 24.19 cM	2	active	protein-coding	[Cox-, PHS 1, PGHS-1, MGI:97797, 97797, COX, Pgh, OTTMUSG00000012142, Cox-1, Cox-3, Pghs1, COX1, ENSMUSG00000047250]	EpiMed GENSYM	9606	5742	PTGS1	prostaglandin-endoperoxide synthase 1	9q33.2	9	active	protein-coding	[PTGHS, OTTHUMG00000020605, ENSG00000095303, PGG/HS, MGI:97797, CCDS6842, PTGS1, PCOX1, PHS1, CCDS6843, COX3, COX1, HGNC:9604, M59979, uc004bmg.3, PES-1, CCDS59521, CCDS75895, PGHS1, CCDS59520, PGHS-1, MIM:176805, NM_000962, P23219, 9604, RGD:3439]	NCBI GENE
Antioxydant	Ptgs2	10090	19225	Ptgs2	prostaglandin-endoperoxide synthase 2	1 G1|1 63.84 cM	1	active	protein-coding	[ENSMUSG00000032487, Cox-, PES-2, 97798, PHS II, gripghs, Pghs2, PGHS, MGI:97798, OTTMUSG00000049547, PHS-2, PGHS-2, COX, Pgh, Cox-2, COX2, PHS, TIS10, Tis]	EpiMed GENSYM	9606	5743	PTGS2	prostaglandin-endoperoxide synthase 2	1q31.1	1	active	protein-coding	[ENSG00000073756, COX-2, PGG/HS, MGI:97798, CCDS1371, PHS-2, PGHS-2, P35354, PTGS2, OTTHUMG00000035473, D28235, NM_000963, uc001gsb.4, HGNC:9605, GRIPGHS, hCox-2, RGD:620349, 9605, COX2, MIM:600262]	NCBI GENE
LTP	Ptpn9	10090	56294	Ptpn9	protein tyrosine phosphatase, non-receptor type 9	9 B|9 30.7 cM	9	active	protein-coding	[OTTMUSG00000063137, 1928376, MEG2, MGI:1928376, ENSMUSG00000032290]	EpiMed GENSYM	9606	5780	PTPN9	protein tyrosine phosphatase non-receptor type 9	15q24.2	15	active	protein-coding	[uc002bal.5, 9661, HGNC:9661, MEG2, NM_002833, RGD:628726, MIM:600768, ENSG00000169410, CCDS10280, PTPN9, MGI:1928376, PTPMEG2, P43378, OTTHUMG00000142838]	NCBI GENE
Antioxydant	Pxdn	10090	69675	Pxdn	peroxidasin	12 A2|12 13.0 cM	12	active	protein-coding	[VPO1, MGI:1916925, 2310075M15Rik, V, OTTMUSG00000027521, E330004E07, mKIAA0230, 1916925, ENSMUSG00000020674, C85409]	EpiMed GENSYM	9606	7837	PXDN	peroxidasin	2p25.3	2	active	protein-coding	[D2S448, MIM:605158, COPOA, Q92626, PXN, AF200348, PRG2, OTTHUMG00000059697, KIAA0230, RGD:1560694, NM_012293, MG50, uc002qxa.4, ASGD7, HGNC:14966, VPO, MGI:1916925, D2S448E, hsPxd01, PXDN, CCDS46221, ENSG00000130508, 14966]	NCBI GENE
PPP	Rbks	10090	71336	Rbks	ribokinase	5 B1|5 17.27 cM	5	active	protein-coding	[5230400M11Rik, ENSMUSG00000029136, 1918586, RK, OTTMUSG00000028317, MGI:1918586, AI326806, RBSK]	EpiMed GENSYM	9606	64080	RBKS	ribokinase	2p23.2	2	active	protein-coding	[uc002rlo.3, BC017425, NM_022128, ENSG00000171174, Q9H477, MGI:1918586, HGNC:30325, RBSK, MIM:611132, OTTHUMG00000097833, RGD:1310064, CCDS1762, DKFZp686G13268, RK, 30325, RBKS]	NCBI GENE
LTP	Rbp1	10090	19659	Rbp1	retinol binding protein 1, cellular	9 E3.3|9 51.36 cM	9	active	protein-coding	[ENSMUSG00000046402, Rbp, 97876, Rbp-1, OTTMUSG00000047579, CRBPI, MGI:97876, Crbp, Cr]	EpiMed GENSYM	9606	5926	ARID4A	AT-rich interaction domain 4A	14q23.1	14	active	protein-coding	[NM_023001, RBP-1, 9885, P29374, ARID4A, CCDS9732, OTTHUMG00000140320, CCDS9733, RBBP-1, RBBP1, CCDS45114, MIM:180201, uc001xdp.4, RBP1, RGD:1307442, ENSG00000032219, HGNC:9885, S57153, MGI:2444354]	NCBI GENE
LTP	Rbp1	10090	19659	Rbp1	retinol binding protein 1, cellular	9 E3.3|9 51.36 cM	9	active	protein-coding	[ENSMUSG00000046402, Rbp, 97876, Rbp-1, OTTMUSG00000047579, CRBPI, MGI:97876, Crbp, Cr]	EpiMed GENSYM	9606	5947	RBP1	retinol binding protein 1	3q23	3	active	protein-coding	[RGD:3543, CRBP1, CRBP, hCRBP1, RBPC, ENSG00000114115, MIM:180260, MGI:97876, uc003eti.2, NM_002899, CCDS3110, 9919, RBP1, HGNC:9919, P09455, ENSG00000032219, CRBPI, OTTHUMG00000155751, CCDS46926, CCDS46925, CRABP-I]	NCBI GENE
LTP	Rbp2	10090	19660	Rbp2	retinol binding protein 2, cellular	9 E3.3|9 51.37 cM	9	active	protein-coding	[OTTMUSG00000047580, ENSMUSG00000032454, Rbp, CrbpII, Rbp-2, 97877, MGI:97877, Crbp-2, Crbp, Cr]	EpiMed GENSYM	9606	5927	KDM5A	lysine demethylase 5A	12p13.33	12	active	protein-coding	[KDM5A, OTTHUMG00000168055, uc001qif.3, P29375, 9886, MGI:2136980, RBBP-2, RGD:1305429, MIM:180202, RBP2, NEDEHC, RBBP2, NM_005056, HGNC:9886, JARID1A, CCDS41736, ENSG00000073614]	NCBI GENE
LTP	Rbp2	10090	19660	Rbp2	retinol binding protein 2, cellular	9 E3.3|9 51.37 cM	9	active	protein-coding	[OTTMUSG00000047580, ENSMUSG00000032454, Rbp, CrbpII, Rbp-2, 97877, MGI:97877, Crbp-2, Crbp, Cr]	EpiMed GENSYM	9606	5948	RBP2	retinol binding protein 2	3q23	3	active	protein-coding	[RGD:3544, P50120, CRBP2, 9920, CRBP-II, ENSG00000060709, U13831, MGI:97877, CRBPII, ENSG00000114113, RBPC2, MIM:180280, uc003eth.4, CRABP-II, NM_004164, RBP2, CCDS3109, OTTHUMG00000159956, HGNC:9920]	NCBI GENE
LTP	Rbp2	10090	19660	Rbp2	retinol binding protein 2, cellular	9 E3.3|9 51.37 cM	9	active	protein-coding	[OTTMUSG00000047580, ENSMUSG00000032454, Rbp, CrbpII, Rbp-2, 97877, MGI:97877, Crbp-2, Crbp, Cr]	EpiMed GENSYM	9606	23504	RIMBP2	RIMS binding protein 2	12q24.33	12	active	protein-coding	[OTTHUMG00000168385, O15034, MIM:611602, ENSG00000060709, HGNC:30339, CCDS31925, AB002316, PPP1R133, RIM-BP2, MGI:2443235, RGD:708533, RBP2, uc001uim.4, RIMBP2, 30339, NM_015347, KIAA0318, MGC15831]	NCBI GENE
TCA	CS	10090	54720	Rcan1	regulator of calcineurin 1	16 C4|16 53.6 cM	16	active	protein-coding	[MGI:1890564, Adapt78, Dscr1, MCIP1, ADAP, CSP1, ENSMUSG00000022951, 1890564, CS, CALP1L, RCN1, MCI, Dsc, DSC1]	EpiMed GENALIAS										
PPP	Rgn	10090	19733	Rgn	regucalcin	X A1.3|X 16.04 cM	X	active	protein-coding	[SMP-30, RC, ENSMUSG00000023070, GNL, 108024, SMP30, SMP, AI265316, MGI:108024, OTTMUSG00000017082]	EpiMed GENSYM	9606	9104	RGN	regucalcin	Xp11.3	X	active	protein-coding	[GNL, OTTHUMG00000021435, HEL-S-41, SMP30, ENSG00000130988, MIM:300212, MGI:108024, RGD:3560, uc004dgz.2, CCDS75968, RC, NM_004683, D31815, CCDS14272, RGN, Q15493, 9989, HGNC:9989]	NCBI GENE
AminoAcids	PPAT	10090	71743	Coasy	Coenzyme A synthase	11 D|11 64.17 cM	11	active	protein-coding	[P, 1300003G02Rik, OTTMUSG00000002690, ENSMUSG00000001755, Dpck, Ppat, 1918993, Dpc, MGI:1918993, Ukr1, Ukr]	NCBI GENE										
AminoAcids	Ppat	10090	231327	Ppat	phosphoribosyl pyrophosphate amidotransferase	5 C3.3|5 41.45 cM	5	active	protein-coding	[5730454C12Rik, C79945, ENSMUSG00000029246, AA408689, MGI:2387203, 2387203, AA675351, AI507113, GPAT, OTTMUSG00000026529]	EpiMed GENSYM	9606	80347	COASY	Coenzyme A synthase	17q21.2	17	active	protein-coding	[NBIA6, MIM:609855, ENSG00000068120, CCDS11429, OTTHUMG00000180245, 29932, MGI:1918993, COASY, RGD:1549767, PCH12, UKR1, pOV-2, DPCK, CCDS45685, PPAT, AF453478, CoASY, NM_025233, uc002hzz.5, NBP, Q13057, HGNC:29932]	NCBI GENE
PPP	Rpe	10090	66646	Rpe	ribulose-5-phosphate-3-epimerase	1 C3|1 33.61 cM	1	active	protein-coding	[MGI:1913896, ENSMUSG00000026005, 2810429B02Rik, 5730518J08Rik, OTTMUSG00000021851, 1913896]	EpiMed GENSYM	9606	6120	RPE	ribulose-5-phosphate-3-epimerase	2q34	2	active	protein-coding	[CCDS82568, NM_006916, CCDS82567, 10293, HGNC:10293, RGD:1564890, RPE, uc002vdn.5, MIM:180480, Q96AT9, ENSG00000197713, MGI:1913896, OTTHUMG00000154690, CCDS2388, RPE2-1, CCDS42810, CCDS63107, CCDS63108]	NCBI GENE
PPP	Rpia	10090	19895	Rpia	ribose 5-phosphate isomerase A	6 C1|6 32.06 cM	6	active	protein-coding	[MGI:103254, 103254, RPI, OTTMUSG00000022844, ENSMUSG00000053604]	EpiMed GENSYM	9606	22934	RPIA	ribose 5-phosphate isomerase A	2p11.2	2	active	protein-coding	[ENSG00000153574, MGI:103254, RPIAD, RPI, HGNC:10297, uc002ste.4, RPIA, L35035, CCDS2004, RGD:1311377, MIM:180430, NM_144563, OTTHUMG00000130333, 10297, P49247]	NCBI GENE
Antioxydant	S100A8	10090	20201	S100a8	S100 calcium binding protein A8 (calgranulin A)	3 F1|3 39.9 cM	3	active	protein-coding	[B8Ag, ENSMUSG00000056054, MR, Caga, p8, MRP8, CP-10, B8A, CP-1, p, AI323541, CFAg, OTTMUSG00000052758, 88244, 60B8Ag, 60B8A, Ca, MGI:88244, CFA]	NCBI GENE	9606	6279	S100A8	S100 calcium binding protein A8	1q21.3	1	active	protein-coding	[MA387, P05109, CGLA, L1Ag, HGNC:10498, CCDS1038, CFAG, MIM:123885, 10498, BC005928, RGD:620265, OTTHUMG00000013124, CAGA, P8, MRP8, CP-10, NIF, MIF, uc001fbs.3, NM_002964, ENSG00000143546, S100-A8, S100A8, 60B8AG, MGI:88244]	EpiMed GENSYM
Antioxydant	S100A9	10090	20202	S100a9	S100 calcium binding protein A9 (calgranulin B)	3 F1|3 39.91 cM	3	active	protein-coding	[BEE22, p1, L1, Cagb, AW546964, L1Ag, OTTMUSG00000026669, Cag, MRP, GAG, MRP14, ENSMUSG00000056071, p14, GAGB, 1338947, MGI:1338947, 60B8Ag, 60B8A]	NCBI GENE	9606	6280	S100A9	S100 calcium binding protein A9	1q21.3	1	active	protein-coding	[LIAG, CGLB, MRP14, HGNC:10499, ENSG00000163220, CCDS1036, CFAG, MIM:123886, 10499, RGD:620267, P06702, uc001fbq.3, OTTHUMG00000013125, CAGB, L1AG, NIF, MIF, NM_002965, P14, BC047681, S100-A9, MGI:1338947, MAC387, S100A9, 60B8AG]	EpiMed GENSYM
ERstress	Scap	10090	235623	Scap	SREBF chaperone	9 F2|9 59.91 cM	9	active	protein-coding	[9530044G19, ENSMUSG00000032485, 2135958, OTTMUSG00000023555, mKIAA0199, MGI:2135958]	EpiMed GENSYM	9606	22937	SCAP	SREBF chaperone	3p21.31	3	active	protein-coding	[uc003crh.2, BC020987, HGNC:30634, KIAA0199, ENSG00000114650, NM_012235, CCDS2755, RGD:1309378, MIM:601510, SCAP, Q12770, MGI:2135958, OTTHUMG00000125539, 30634]	NCBI GENE
ERstress	Scap	10090	235623	Scap	SREBF chaperone	9 F2|9 59.91 cM	9	active	protein-coding	[9530044G19, ENSMUSG00000032485, 2135958, OTTMUSG00000023555, mKIAA0199, MGI:2135958]	EpiMed GENSYM	9606	9047	SH2D2A	SH2 domain containing 2A	1q23.1	1	active	protein-coding	[ENSG00000027869, uc001fqd.3, VRAP, MGI:1351596, OTTHUMG00000041305, TSAD, TSAd, MIM:604514, SH2D2A, Q9NP31, NM_003975, HGNC:10821, AJ000553, CCDS1159, 10821, F2771, SCAP, RGD:1303076, CCDS53380, CCDS53381]	NCBI GENE
ERstress	Scd1	10090	20249	Scd1	stearoyl-Coenzyme A desaturase 1	19 C3|19 37.98 cM	19	active	protein-coding	[SC, ENSMUSG00000037071, ab, AI265570, 98239, Scd, AA589638, Scd-1, MGI:98239, Scd-]	EpiMed GENSYM	9606	6319	SCD	stearoyl-CoA desaturase	10q24.31	10	active	protein-coding	[O00767, MGI:98240, CCDS7493, ENSG00000197375, MGI:2670997, hSCD1, MGI:1353437, MGI:98239, AF097514, SCDOS, HGNC:10571, MSTP008, RGD:621176, FADS5, NM_005063, ENSG00000099194, SCD, uc001kqy.4, OTTHUMG00000018906, 10571, SCD1, MIM:604031]	NCBI GENE
Fatty Acid synthesis	Scd1	10090	20249	Scd1	stearoyl-Coenzyme A desaturase 1	19 C3|19 37.98 cM	19	active	protein-coding	[SC, ENSMUSG00000037071, ab, AI265570, 98239, Scd, AA589638, Scd-1, MGI:98239, Scd-]	EpiMed GENSYM	9606	6319	SCD	stearoyl-CoA desaturase	10q24.31	10	active	protein-coding	[O00767, MGI:98240, CCDS7493, ENSG00000197375, MGI:2670997, hSCD1, MGI:1353437, MGI:98239, AF097514, SCDOS, HGNC:10571, MSTP008, RGD:621176, FADS5, NM_005063, ENSG00000099194, SCD, uc001kqy.4, OTTHUMG00000018906, 10571, SCD1, MIM:604031]	NCBI GENE
Fatty Acid synthesis	Scd2	10090	20250	Scd2	stearoyl-Coenzyme A desaturase 2	19 C3|19 37.98 cM	19	active	protein-coding	[MGI:98240, 98240, Scd-2, ENSMUSG00000025203, Mir5114, Scd-, swty, mir-5114]	EpiMed GENSYM	9606	79966	SCD5	stearoyl-CoA desaturase 5	4q21.22	4	active	protein-coding	[uc003hna.3, SCD4, ENSG00000145284, FLJ21032, 21088, SCD5, CCDS34024, NM_024906, ACOD4, CCDS3595, FADS4, HSCD5, MIM:608370, Q86SK9, SCD2, HGNC:21088, AF389338, OTTHUMG00000130293, DFNA79]	NCBI GENE
Fatty Acid synthesis	Scd3	10090	30049	Scd3	stearoyl-coenzyme A desaturase 3	19 C3|19 37.98 cM	19	active	protein-coding	[1353437, MGI:1353437, ENSMUSG00000025202, 4930513N16Rik]	EpiMed GENSYM										
Fatty Acid synthesis	Scd4	10090	329065	Scd4	stearoyl-coenzyme A desaturase 4	19 C3|19 37.98 cM	19	active	protein-coding	[2670997, MGI:2670997, ENSMUSG00000050195, OTTMUSG00000028380, ACOD4]	EpiMed GENSYM										
LTP	Scp2	10090	20280	Scp2	sterol carrier protein 2, liver	4 C7|4 50.2 cM	4	active	protein-coding	[MGI:98254, SCP, ns, AA409893, AA409774, NSL-TP, ENSMUSG00000028603, C76618, OTTMUSG00000009429, 98254, SC, SCP-2, SCP-X, SCPX, ns-LTP, C79031]	EpiMed GENSYM	9606	10106	CTDSP2	CTD small phosphatase 2	12q14.1	12	active	protein-coding	[MIM:608711, uc001sqm.4, HGNC:17077, PSR2, O14595, 17077, AF000152, ENSG00000175215, OS4, SCP2, NM_005730, MGI:1098748, CTDSP2, CCDS41801, RGD:2319209, OTTHUMG00000170483]	NCBI GENE
